umap_1	umap_2	cell_type	cell_type_broad	tissue	subtype
8.241974830627441	-2.223362684249878	Tgd	T cells	pleural_effusion	SCLC-A
3.7183852195739746	-1.9361348152160645	CD8+ Tmem	T cells	lung	SCLC-A
-2.3671715259552	9.620185852050781	cDC	Myeloid	pleural_effusion	SCLC-A
-1.3155839443206787	8.998966217041016	Mono/Mφ	Myeloid	LN	SCLC-A
-1.3069967031478882	9.033559799194336	Mono/Mφ	Myeloid	lung	SCLC-A
0.39081326127052307	1.6271153688430786	CD4+ Tconv	T cells	axilla	SCLC-N
7.51508903503418	-2.967085599899292	NK	NK	lung	SCLC-A
2.3873708248138428	-4.1574249267578125	CD4+ Tconv	T cells	liver	SCLC-N
4.924705982208252	10.319812774658203	Neutrophil	Myeloid	liver	SCLC-A
3.4974684715270996	-1.855372667312622	CD8+ Tmem	T cells	lung	SCLC-A
-6.972328186035156	-5.958523273468018	CD4+ Tconv	T cells	lung	SCLC-A
8.439958572387695	-3.0449535846710205	Tgd	T cells	pleural_effusion	SCLC-A
2.1494810581207275	-4.3468194007873535	CD8+ Teff	T cells	lung	SCLC-A
-0.1397109180688858	0.44049960374832153	CD4+ Tconv	T cells	LN	SCLC-A
-0.39754000306129456	-1.908949613571167	CD4+ Tconv	T cells	LN	SCLC-A
-1.1039437055587769	-5.159603118896484	CD4+ Tconv	T cells	liver	SCLC-A
-12.964147567749023	1.0456013679504395	B cell	B cell	LN	SCLC-A
2.8084850311279297	1.2332943677902222	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
9.656144142150879	-2.8643808364868164	Tgd	T cells	pleural_effusion	SCLC-A
-6.82879638671875	-5.862610816955566	CD4+ Tconv	T cells	lung	SCLC-A
1.3134708404541016	-0.7287439107894897	CD4+ Tconv	T cells	lung	SCLC-A
3.799546003341675	-2.1210129261016846	CD8+ Tmem	T cells	lung	SCLC-A
1.6858538389205933	-3.733814001083374	CD8+ Teff	T cells	lung	SCLC-A
-12.746183395385742	1.0269960165023804	B cell	B cell	LN	SCLC-A
-8.092631340026855	-6.485310077667236	CD8+ Tmem	T cells	lung	SCLC-A
-9.201213836669922	7.082481861114502	pDC	Myeloid	lung	SCLC-A
2.5931942462921143	1.8130823373794556	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-2.7159183025360107	10.974791526794434	Mono/Mφ	Myeloid	LN	SCLC-A
3.4813730716705322	-2.0571813583374023	CD8+ Tmem	T cells	lung	SCLC-A
0.7507136464118958	1.184693455696106	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-6.499601364135742	-6.5460100173950195	CD4+ Tconv	T cells	lung	SCLC-A
-2.4249215126037598	-2.2158355712890625	CD4+ Treg	T cells	lung	SCLC-A
-2.238740921020508	10.442087173461914	Mono/Mφ	Myeloid	pleural_effusion	SCLC-A
-12.4513578414917	1.0106745958328247	B cell	B cell	LN	SCLC-A
-3.3517277240753174	-4.252860069274902	CD4+ Tconv	T cells	lung	SCLC-A
-0.22402717173099518	0.959737241268158	CD4+ Tconv	T cells	pleural_effusion	SCLC-N
-7.865701675415039	-5.905086517333984	CD8+ Tmem	T cells	lung	SCLC-A
2.977360248565674	1.0974544286727905	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-1.7177599668502808	8.827960014343262	Mono/Mφ	Myeloid	lung	SCLC-A
2.728101968765259	-3.9219913482666016	CD8+ Tmem	T cells	LN	SCLC-A
3.577497720718384	-2.566030263900757	CD8+ Texh	T cells	lung	SCLC-A
5.5267744064331055	10.283384323120117	Neutrophil	Myeloid	lung	SCLC-A
0.6874632835388184	-0.7503378987312317	CD4+ Treg	T cells	lung	SCLC-A
1.5770930051803589	-0.7955343723297119	CD4+ Tconv	T cells	lung	SCLC-A
9.277565002441406	-2.671485662460327	Tgd	T cells	pleural_effusion	SCLC-A
2.385725498199463	-4.38021993637085	CD8+ Tmem	T cells	liver	SCLC-N
4.032949447631836	-5.488687515258789	CD8+ Teff	T cells	LN	SCLC-A
-7.974656105041504	-6.447693347930908	CD8+ Teff	T cells	lung	SCLC-A
-5.448426246643066	-6.089461803436279	CD8+ Tmem	T cells	lung	SCLC-A
9.744226455688477	-2.7326183319091797	Tgd	T cells	pleural_effusion	SCLC-A
2.295074224472046	1.4546992778778076	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
4.923139572143555	9.910414695739746	Neutrophil	Myeloid	liver	SCLC-A
-1.5328223705291748	9.019071578979492	Mono/Mφ	Myeloid	LN	SCLC-N
5.804004669189453	11.295341491699219	Neutrophil	Myeloid	liver	SCLC-N
0.3938688039779663	-0.14969299733638763	CD4+ Tconv	T cells	LN	SCLC-A
1.5765948295593262	-5.580997467041016	CD8+ Tmem	T cells	liver	SCLC-A
3.057464122772217	1.0875859260559082	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-7.944097518920898	-6.2050886154174805	CD8+ Tmem	T cells	lung	SCLC-A
9.540297508239746	-2.6817471981048584	Tgd	T cells	LN	SCLC-A
1.3593989610671997	-5.197061061859131	CD8+ Tmem	T cells	liver	SCLC-A
4.257516384124756	11.30031681060791	Neutrophil	Myeloid	liver	SCLC-A
-2.348003387451172	-1.9633302688598633	CD4+ Treg	T cells	lung	SCLC-N
2.9201323986053467	0.9324468970298767	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.803691864013672	-0.026917098090052605	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
7.292975425720215	-2.6572415828704834	NK	NK	lung	SCLC-A
1.5869779586791992	-5.577493190765381	CD8+ Tmem	T cells	liver	SCLC-A
-12.939237594604492	1.0884411334991455	B cell	B cell	LN	SCLC-A
9.6050386428833	-3.1428134441375732	Tgd	T cells	pleural_effusion	SCLC-A
9.650015830993652	-3.059271812438965	Tgd	T cells	pleural_effusion	SCLC-A
1.7324546575546265	-0.12307780236005783	CD4+ Tconv	T cells	LN	SCLC-A
9.565107345581055	-2.681488275527954	Tgd	T cells	pleural_effusion	SCLC-A
9.65587329864502	-2.7914726734161377	Tgd	T cells	pleural_effusion	SCLC-A
1.3943939208984375	-0.7899311184883118	CD4+ Tconv	T cells	lung	SCLC-A
2.482917070388794	1.1474286317825317	CD4+ Tconv	T cells	lung	SCLC-A
-6.243947982788086	-6.533158302307129	CD4+ Tconv	T cells	lung	SCLC-A
9.70226764678955	-2.814298629760742	Tgd	T cells	pleural_effusion	SCLC-A
1.6494534015655518	-5.495110511779785	CD8+ Tmem	T cells	liver	SCLC-A
2.796133279800415	-0.0030964212492108345	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
2.832247257232666	-1.9593597650527954	CD8+ Tmem	T cells	lung	SCLC-A
-2.007502794265747	9.189085006713867	Mono/Mφ	Myeloid	liver	SCLC-A
2.9684958457946777	1.0480198860168457	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.291605949401855	-0.9361156225204468	NK	NK	LN	SCLC-A
8.450506210327148	-2.5289199352264404	Tgd	T cells	pleural_effusion	SCLC-A
1.8085880279541016	-4.438760280609131	CD8+ Tmem	T cells	liver	SCLC-N
7.19505500793457	-2.7700634002685547	NK	NK	lung	SCLC-A
2.7183468341827393	1.4492932558059692	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
9.69728946685791	-2.79948353767395	Tgd	T cells	pleural_effusion	SCLC-A
9.659006118774414	-3.109233856201172	Tgd	T cells	pleural_effusion	SCLC-A
1.0212305784225464	1.3902294635772705	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-1.0219169855117798	10.724148750305176	Mono/Mφ	Myeloid	axilla	SCLC-N
8.300752639770508	-2.6977486610412598	Tgd	T cells	pleural_effusion	SCLC-A
2.9216132164001465	-0.0248361025005579	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
-1.8460934162139893	8.79083251953125	Mono/Mφ	Myeloid	liver	SCLC-N
5.337295055389404	10.489276885986328	Neutrophil	Myeloid	LN	SCLC-A
2.6071417331695557	-6.032611846923828	CD8+ Texh	T cells	lung	SCLC-A
2.0116055011749268	-5.374037265777588	CD8+ Tmem	T cells	liver	SCLC-A
-3.1216647624969482	10.015630722045898	Mono/Mφ	Myeloid	lung	SCLC-A
-11.245243072509766	1.301683783531189	B cell	B cell	lung	SCLC-A
-2.6915647983551025	10.415409088134766	Mono/Mφ	Myeloid	lung	SCLC-A
3.333850383758545	-2.153012752532959	CD8+ Tmem	T cells	lung	SCLC-A
1.7332470417022705	-4.19415283203125	CD8+ Tmem	T cells	lung	SCLC-A
-7.698720455169678	-5.983340263366699	CD8+ Tmem	T cells	lung	SCLC-A
-5.9635233879089355	-6.398496150970459	CD4+ Tconv	T cells	lung	SCLC-A
1.8975962400436401	-4.5792412757873535	CD8+ Tmem	T cells	liver	SCLC-N
-2.6012203693389893	10.965254783630371	Mono/Mφ	Myeloid	LN	SCLC-A
7.727588176727295	-2.755697011947632	NK	NK	lung	SCLC-A
5.471360683441162	10.472295761108398	Neutrophil	Myeloid	LN	SCLC-A
1.9249998331069946	1.4559212923049927	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.4869401454925537	2.039410352706909	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.160629987716675	-3.8682966232299805	CD8+ Tmem	T cells	lung	SCLC-N
8.30978012084961	-2.856707811355591	Tgd	T cells	pleural_effusion	SCLC-A
-0.9480119943618774	-1.994187355041504	CD4+ Tconv	T cells	lung	SCLC-A
2.497702121734619	1.980465292930603	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
5.625155448913574	10.352946281433105	Neutrophil	Myeloid	liver	SCLC-N
-0.3317912518978119	0.43330880999565125	CD4+ Tconv	T cells	pleural_effusion	SCLC-N
5.5220561027526855	10.254119873046875	Neutrophil	Myeloid	liver	SCLC-A
-6.428708076477051	-6.550775051116943	CD4+ Tconv	T cells	lung	SCLC-A
1.9639391899108887	1.8587565422058105	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-2.935575008392334	10.681814193725586	Mono/Mφ	Myeloid	lung	SCLC-A
2.542313575744629	-4.342126369476318	CD8+ Tmem	T cells	liver	SCLC-N
5.343020915985107	10.65359115600586	Neutrophil	Myeloid	LN	SCLC-A
2.845374345779419	-3.655775547027588	CD8+ Texh	T cells	lung	SCLC-N
-0.8139628171920776	-4.776343822479248	CD4+ Tconv	T cells	liver	SCLC-A
-2.9028942584991455	10.502257347106934	Mono/Mφ	Myeloid	lung	SCLC-A
-1.752239465713501	-5.023486137390137	CD4+ Tconv	T cells	lung	SCLC-A
9.559471130371094	-2.697099447250366	Tgd	T cells	pleural_effusion	SCLC-A
3.610004425048828	-2.0130019187927246	CD8+ Tmem	T cells	lung	SCLC-A
-12.834305763244629	0.9146506786346436	B cell	B cell	LN	SCLC-A
-2.2804338932037354	-2.3678219318389893	CD4+ Treg	T cells	lung	SCLC-A
1.4963489770889282	-0.7875093221664429	CD4+ Tconv	T cells	lung	SCLC-A
8.434012413024902	-2.885108709335327	Tgd	T cells	pleural_effusion	SCLC-A
0.17659123241901398	0.1415322721004486	CD4+ Tconv	T cells	LN	SCLC-A
-9.080172538757324	6.742204666137695	pDC	Myeloid	pleural_effusion	SCLC-A
0.7387469410896301	1.4713129997253418	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.6464431285858154	1.960830807685852	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-7.287326335906982	-6.705451488494873	CD8+ Tmem	T cells	lung	SCLC-A
-0.9596986174583435	-4.738615036010742	CD4+ Tconv	T cells	liver	SCLC-A
1.5370088815689087	-4.829623699188232	CD8+ Tmem	T cells	liver	SCLC-N
-12.559380531311035	1.3667415380477905	B cell	B cell	lung	SCLC-A
7.443467617034912	-2.9741857051849365	NK	NK	lung	SCLC-A
8.363983154296875	-3.0172927379608154	Tgd	T cells	pleural_effusion	SCLC-A
8.198833465576172	-1.6598913669586182	NK	NK	lung	SCLC-A
2.7423202991485596	0.5868323445320129	CD8+ Texh	T cells	lung	SCLC-A
-1.8405295610427856	-1.467219352722168	CD4+ Treg	T cells	lung	SCLC-A
2.803661584854126	1.03485107421875	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.566274404525757	-1.1531150341033936	CD8+ Tmem	T cells	lung	SCLC-A
4.892398357391357	9.847604751586914	Neutrophil	Myeloid	liver	SCLC-A
-1.0700805187225342	9.333826065063477	Mono/Mφ	Myeloid	lung	SCLC-A
-11.24557876586914	1.2962830066680908	B cell	B cell	lung	SCLC-A
-11.233992576599121	1.3273123502731323	B cell	B cell	lung	SCLC-A
9.573263168334961	-3.048933744430542	Tgd	T cells	pleural_effusion	SCLC-A
2.9092423915863037	-2.0667543411254883	CD8+ Tmem	T cells	lung	SCLC-A
-12.780655860900879	1.0171756744384766	B cell	B cell	LN	SCLC-A
8.311273574829102	-1.4755604267120361	NK	NK	LN	SCLC-A
0.7914220690727234	-0.7252296805381775	CD4+ Treg	T cells	lung	SCLC-A
0.47863906621932983	-2.5145931243896484	CD8+ Tmem	T cells	liver	SCLC-A
1.9446685314178467	-4.960531711578369	CD8+ Tmem	T cells	liver	SCLC-N
1.8535852432250977	-4.7548980712890625	CD8+ Tmem	T cells	liver	SCLC-N
2.5472209453582764	-1.1852517127990723	CD8+ Tmem	T cells	lung	SCLC-A
-6.280937194824219	-6.610903263092041	CD4+ Tconv	T cells	lung	SCLC-A
-9.077116012573242	6.7420148849487305	pDC	Myeloid	lung	SCLC-A
9.566582679748535	-3.1090240478515625	Tgd	T cells	pleural_effusion	SCLC-A
-0.363180935382843	-2.214841842651367	CD4+ Tconv	T cells	lung	SCLC-A
-6.391246795654297	-6.379638671875	CD4+ Tconv	T cells	lung	SCLC-A
-12.681401252746582	1.0542526245117188	B cell	B cell	LN	SCLC-A
-7.663661479949951	-6.368744850158691	CD8+ Tmem	T cells	lung	SCLC-A
2.3895885944366455	-1.3019098043441772	CD8+ Tmem	T cells	lung	SCLC-A
5.063117980957031	11.006917953491211	Neutrophil	Myeloid	LN	SCLC-A
2.060955047607422	-0.9782037138938904	CD8+ Tmem	T cells	lung	SCLC-A
3.791490077972412	-1.9618438482284546	CD8+ Tmem	T cells	lung	SCLC-A
1.2384752035140991	-0.7318348288536072	CD4+ Tconv	T cells	lung	SCLC-A
0.4696733057498932	-5.834920406341553	CD8+ Tmem	T cells	liver	SCLC-A
9.35411262512207	-2.8369228839874268	Tgd	T cells	pleural_effusion	SCLC-A
3.4747886657714844	-2.170448064804077	CD8+ Tmem	T cells	lung	SCLC-A
2.6328678131103516	2.068901300430298	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
1.426990032196045	1.4611848592758179	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
3.4707131385803223	-2.153198003768921	CD8+ Tmem	T cells	lung	SCLC-A
-9.132573127746582	6.79038667678833	pDC	Myeloid	pleural_effusion	SCLC-A
8.234306335449219	-2.846425771713257	NK	NK	lung	SCLC-A
-3.026763439178467	10.210381507873535	Mono/Mφ	Myeloid	lung	SCLC-A
-8.120205879211426	-6.49498987197876	CD8+ Tmem	T cells	lung	SCLC-A
2.438336133956909	1.4222244024276733	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.775407552719116	2.0014100074768066	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
3.443711280822754	-2.1208200454711914	CD8+ Tmem	T cells	lung	SCLC-A
-6.433314800262451	-6.611807823181152	CD4+ Tconv	T cells	lung	SCLC-A
-9.078874588012695	6.74854040145874	pDC	Myeloid	pleural_effusion	SCLC-A
-2.380592107772827	-2.1938767433166504	CD4+ Treg	T cells	lung	SCLC-N
1.185467004776001	-0.7595534324645996	CD4+ Tconv	T cells	lung	SCLC-A
5.240058422088623	10.852808952331543	Neutrophil	Myeloid	LN	SCLC-A
-7.665252208709717	-6.2340989112854	CD8+ Tmem	T cells	lung	SCLC-A
-8.012452125549316	-6.241044521331787	CD8+ Tmem	T cells	lung	SCLC-A
2.0262155532836914	-0.11289668828248978	CD4+ Tconv	T cells	LN	SCLC-A
8.472018241882324	-1.9663548469543457	NK	NK	LN	SCLC-A
9.583192825317383	-3.1549360752105713	Tgd	T cells	pleural_effusion	SCLC-A
2.0361528396606445	-0.9698464274406433	CD8+ Tmem	T cells	lung	SCLC-A
-6.599398136138916	-6.184548854827881	CD8+ Tmem	T cells	lung	SCLC-A
2.169848918914795	1.5720603466033936	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
1.274141788482666	-4.376410961151123	CD8+ Tmem	T cells	liver	SCLC-N
9.582180976867676	-3.0793981552124023	Tgd	T cells	pleural_effusion	SCLC-A
-6.433216571807861	-6.655040740966797	CD4+ Tconv	T cells	lung	SCLC-A
4.008922576904297	-5.4985671043396	CD8+ Teff	T cells	LN	SCLC-A
-3.2021210193634033	11.282259941101074	Mono/Mφ	Myeloid	lung	SCLC-A
2.919776678085327	0.11008477956056595	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
2.717264413833618	1.772438645362854	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.386104583740234	-2.372058153152466	Tgd	T cells	pleural_effusion	SCLC-A
-2.045886278152466	-2.9092142581939697	CD4+ Treg	T cells	liver	SCLC-N
-3.073021650314331	9.902583122253418	Mono/Mφ	Myeloid	lung	SCLC-A
-0.16728642582893372	-2.645189046859741	CD8+ Tmem	T cells	lung	SCLC-N
-12.962784767150879	1.0131001472473145	B cell	B cell	LN	SCLC-A
-3.0927846431732178	10.662569046020508	Mono/Mφ	Myeloid	lung	SCLC-A
-8.0002593994140625	-6.10641622543335	CD8+ Tmem	T cells	lung	SCLC-A
-6.262678146362305	-6.4846110343933105	CD4+ Tconv	T cells	lung	SCLC-A
2.4987494945526123	1.817399263381958	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
5.325672626495361	11.732549667358398	Neutrophil	Myeloid	liver	SCLC-A
4.800724506378174	10.77057933807373	Neutrophil	Myeloid	LN	SCLC-A
-1.2923780679702759	8.92991828918457	Mono/Mφ	Myeloid	axilla	SCLC-N
2.0471248626708984	-0.846071183681488	CD8+ Tmem	T cells	lung	SCLC-A
-6.450333118438721	-6.617151260375977	CD4+ Tconv	T cells	lung	SCLC-A
2.924703598022461	1.1974434852600098	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
1.5923396348953247	-0.7982169389724731	CD4+ Tconv	T cells	lung	SCLC-A
-6.306504726409912	-6.719483375549316	CD8+ Tmem	T cells	lung	SCLC-A
9.322310447692871	-3.013869047164917	Tgd	T cells	pleural_effusion	SCLC-A
-2.7914090156555176	10.344900131225586	Mono/Mφ	Myeloid	pleural_effusion	SCLC-N
-7.436479091644287	-6.3988800048828125	CD8+ Tmem	T cells	lung	SCLC-A
-3.1619651317596436	11.290828704833984	Mono/Mφ	Myeloid	lung	SCLC-A
8.50955867767334	-3.1509480476379395	Tgd	T cells	pleural_effusion	SCLC-A
0.447481632232666	1.5658950805664062	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.788719892501831	1.3716188669204712	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-12.693443298339844	0.8244314789772034	B cell	B cell	LN	SCLC-A
2.78296160697937	0.600121021270752	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
5.524277210235596	10.339651107788086	Neutrophil	Myeloid	liver	SCLC-A
1.6978617906570435	-0.921423077583313	CD4+ Tconv	T cells	lung	SCLC-A
2.6223065853118896	1.4178410768508911	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-0.7586602568626404	8.999357223510742	CD4+ Tconv	T cells	adrenal_kidney	SCLC-A
-7.808446407318115	-5.755415439605713	CD8+ Tmem	T cells	lung	SCLC-A
2.666023015975952	-1.8859673738479614	CD8+ Tmem	T cells	lung	SCLC-A
2.3862228393554688	1.6191500425338745	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
0.558269202709198	1.4633052349090576	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
3.410238265991211	-2.4090349674224854	CD8+ Texh	T cells	lung	SCLC-A
-1.7684361934661865	-1.4044638872146606	CD4+ Treg	T cells	lung	SCLC-A
2.7484347820281982	0.0107019804418087	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
-7.216781139373779	-6.70089054107666	CD8+ Tmem	T cells	lung	SCLC-A
4.0231523513793945	-5.540445804595947	CD8+ Teff	T cells	LN	SCLC-A
9.48817253112793	-2.656231164932251	Tgd	T cells	pleural_effusion	SCLC-A
2.1565167903900146	1.1753722429275513	CD4+ Tconv	T cells	LN	SCLC-A
3.704007863998413	-5.5928168296813965	CD8+ Teff	T cells	LN	SCLC-A
-1.011820912361145	-3.80090594291687	CD4+ Tconv	T cells	liver	SCLC-N
0.10433851182460785	7.99551248550415	Mast	Myeloid	lung	SCLC-A
-0.7349305748939514	-0.6604502201080322	CD4+ Treg	T cells	lung	SCLC-A
-12.719780921936035	0.9427626729011536	B cell	B cell	LN	SCLC-A
1.8878233432769775	-3.515446901321411	CD8+ Tmem	T cells	liver	SCLC-N
8.112244606018066	-1.5393503904342651	NK	NK	lung	SCLC-A
2.191537618637085	2.000506639480591	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.2298407554626465	1.9534708261489868	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
3.793703079223633	-5.609933853149414	CD8+ Teff	T cells	lung	SCLC-A
2.9069361686706543	-0.014478834345936775	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
2.5497913360595703	-4.333024501800537	CD8+ Tmem	T cells	liver	SCLC-N
1.8479325771331787	-0.8623207211494446	CD8+ Tmem	T cells	lung	SCLC-A
-2.0131072998046875	8.819416999816895	Mono/Mφ	Myeloid	liver	SCLC-N
1.6372592449188232	-4.053325176239014	CD8+ Tmem	T cells	lung	SCLC-N
3.5106170177459717	-2.0408377647399902	CD8+ Tmem	T cells	lung	SCLC-A
-2.5704641342163086	10.937435150146484	Mono/Mφ	Myeloid	LN	SCLC-A
-7.991579532623291	-6.513164520263672	CD8+ Tmem	T cells	lung	SCLC-A
-2.103048324584961	-2.858804702758789	CD4+ Treg	T cells	liver	SCLC-N
5.514399528503418	10.786689758300781	Neutrophil	Myeloid	liver	SCLC-A
-1.778581976890564	-1.3975259065628052	CD4+ Treg	T cells	lung	SCLC-A
-1.3943732976913452	10.907559394836426	Mono/Mφ	Myeloid	axilla	SCLC-N
0.46327340602874756	-0.4305504858493805	CD4+ Treg	T cells	LN	SCLC-A
7.535890102386475	-3.0542643070220947	NK	NK	lung	SCLC-A
-7.8585004806518555	-6.204761981964111	CD8+ Tmem	T cells	lung	SCLC-A
-1.6969269514083862	-1.3885084390640259	CD4+ Treg	T cells	lung	SCLC-A
-12.935566902160645	1.0626533031463623	B cell	B cell	LN	SCLC-A
2.40476393699646	-4.744386196136475	CD8+ Tmem	T cells	liver	SCLC-N
5.067242622375488	9.768959045410156	Neutrophil	Myeloid	liver	SCLC-A
8.405329704284668	-2.765094041824341	Tgd	T cells	pleural_effusion	SCLC-A
0.1458197981119156	7.963565349578857	Mast	Myeloid	lung	SCLC-A
3.6950204372406006	-1.9479928016662598	CD8+ Tmem	T cells	lung	SCLC-A
4.947149753570557	9.893390655517578	Neutrophil	Myeloid	liver	SCLC-A
1.4891929626464844	-0.8209087252616882	CD4+ Tconv	T cells	lung	SCLC-A
9.631779670715332	-3.169267416000366	Tgd	T cells	pleural_effusion	SCLC-A
5.063022613525391	9.736181259155273	Neutrophil	Myeloid	liver	SCLC-A
1.48317289352417	-5.745728015899658	CD8+ Tmem	T cells	liver	SCLC-A
4.781451225280762	10.145171165466309	Neutrophil	Myeloid	liver	SCLC-A
5.876742362976074	11.547773361206055	Neutrophil	Myeloid	liver	SCLC-N
-6.653678894042969	-5.922207832336426	CD4+ Tconv	T cells	lung	SCLC-A
-0.8666905760765076	10.56933307647705	Mono/Mφ	Myeloid	lung	SCLC-A
4.00738525390625	-5.4929633140563965	CD4+ Tconv	T cells	LN	SCLC-A
-2.7388768196105957	10.986552238464355	Mono/Mφ	Myeloid	LN	SCLC-A
8.721488952636719	-2.6524534225463867	Tgd	T cells	pleural_effusion	SCLC-A
2.6136982440948486	0.7140467762947083	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-5.362504005432129	-6.040047645568848	CD8+ Tmem	T cells	lung	SCLC-A
-7.720961093902588	-5.945431709289551	CD8+ Tmem	T cells	lung	SCLC-A
-1.1252110004425049	-5.290550231933594	CD4+ Tconv	T cells	liver	SCLC-A
5.557748317718506	10.25275707244873	Neutrophil	Myeloid	liver	SCLC-A
9.662532806396484	-2.9657459259033203	Tgd	T cells	pleural_effusion	SCLC-A
1.8404572010040283	1.6354625225067139	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
3.0329761505126953	0.9883240461349487	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-1.3575619459152222	-3.157459259033203	CD4+ Tconv	T cells	liver	SCLC-N
1.2979885339736938	-0.8555395603179932	CD4+ Tconv	T cells	lung	SCLC-A
-6.4180006980896	-6.534188270568848	CD4+ Tconv	T cells	lung	SCLC-A
8.41883659362793	-2.73911714553833	Tgd	T cells	pleural_effusion	SCLC-A
-1.1832809448242188	-2.2444112300872803	CD8+ Tmem	T cells	lung	SCLC-A
-1.580547571182251	-3.083251476287842	CD4+ Treg	T cells	liver	SCLC-N
-12.978809356689453	1.1326940059661865	B cell	B cell	LN	SCLC-A
-8.016963958740234	-5.852874279022217	CD8+ Tmem	T cells	lung	SCLC-A
1.4201728105545044	-0.761556088924408	CD4+ Tconv	T cells	lung	SCLC-A
-2.6564531326293945	10.97322940826416	Mono/Mφ	Myeloid	LN	SCLC-A
0.8456296324729919	-2.034553289413452	CD8+ Tmem	T cells	LN	SCLC-A
-12.750080108642578	0.8982190489768982	B cell	B cell	LN	SCLC-A
1.618647813796997	-0.046902772039175034	CD8+ Tmem	T cells	LN	SCLC-A
-12.669347763061523	1.087130069732666	B cell	B cell	LN	SCLC-A
0.2878158986568451	0.9282909035682678	CD4+ Tconv	T cells	lung	SCLC-N
-2.6890547275543213	10.944343566894531	Mono/Mφ	Myeloid	LN	SCLC-A
-8.107483863830566	-6.186281204223633	CD8+ Tmem	T cells	lung	SCLC-A
2.795382022857666	-0.19516655802726746	CD8+ Tmem	T cells	LN	SCLC-A
2.2242133617401123	1.8654980659484863	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.7941548824310303	1.3191736936569214	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-0.22923582792282104	1.136459469795227	CD4+ Tconv	T cells	pleural_effusion	SCLC-N
-1.8511159420013428	8.750762939453125	Mono/Mφ	Myeloid	liver	SCLC-N
2.9621944427490234	1.311745047569275	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-6.484858989715576	-5.481447696685791	CD4+ Treg	T cells	lung	SCLC-A
-2.8084869384765625	10.974488258361816	Mono/Mφ	Myeloid	LN	SCLC-A
-2.184898614883423	8.898900985717773	Mono/Mφ	Myeloid	lung	SCLC-A
8.407689094543457	-2.999282121658325	Tgd	T cells	pleural_effusion	SCLC-A
3.4523704051971436	-2.1052234172821045	CD8+ Tmem	T cells	lung	SCLC-A
2.739588499069214	1.7034357786178589	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
1.9982589483261108	2.2235631942749023	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-1.1948524713516235	-5.332831859588623	CD4+ Tconv	T cells	liver	SCLC-A
0.07783738523721695	-0.6515427231788635	CD4+ Tconv	T cells	LN	SCLC-P
5.475331783294678	10.3773832321167	Neutrophil	Myeloid	liver	SCLC-A
0.43503835797309875	-5.9346418380737305	CD8+ Tmem	T cells	liver	SCLC-A
2.0912415981292725	1.4529541730880737	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
2.135108470916748	1.692863941192627	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
