umap_1	umap_2	cell_type	cell_type_broad	tissue	subtype
-7.61960506439209	-6.159917831420898	CD8+ Tmem	T cells	lung	SCLC-A
-6.356854438781738	-6.663052558898926	CD4+ Tconv	T cells	lung	SCLC-A
2.6020681858062744	-0.15331308543682098	CD8+ Tmem	T cells	LN	SCLC-A
1.3972256183624268	-0.72607421875	CD4+ Tconv	T cells	lung	SCLC-A
8.42900276184082	-3.036699056625366	Tgd	T cells	pleural_effusion	SCLC-A
-0.7553753852844238	8.998818397521973	CD4+ Tconv	T cells	adrenal_kidney	SCLC-A
5.221899032592773	10.692989349365234	Neutrophil	Myeloid	adrenal_kidney	SCLC-A
-2.5954954624176025	10.910600662231445	Mono/Mφ	Myeloid	adrenal_kidney	SCLC-A
-6.762208938598633	-5.92170524597168	CD4+ Tconv	T cells	lung	SCLC-A
-12.159818649291992	1.0603693723678589	B cell	B cell	LN	SCLC-P
9.631616592407227	-2.7376694679260254	Tgd	T cells	pleural_effusion	SCLC-A
8.200860977172852	-1.6334835290908813	NK	NK	lung	SCLC-A
-12.879873275756836	1.1317989826202393	B cell	B cell	LN	SCLC-A
-6.55881929397583	-6.066260814666748	CD4+ Tconv	T cells	lung	SCLC-A
3.386796236038208	-1.9892951250076294	CD8+ Tmem	T cells	lung	SCLC-A
0.28160789608955383	1.3191457986831665	CD4+ Tconv	T cells	axilla	SCLC-N
2.869990587234497	-1.3311032056808472	CD8+ Tmem	T cells	lung	SCLC-A
1.4949778318405151	-0.8090716004371643	CD4+ Tconv	T cells	lung	SCLC-A
3.970515489578247	-5.522302150726318	CD8+ Teff	T cells	LN	SCLC-A
8.486927032470703	-2.9343278408050537	Tgd	T cells	pleural_effusion	SCLC-A
-6.4242262840271	-5.390614986419678	CD4+ Treg	T cells	lung	SCLC-A
-2.5651962757110596	10.945589065551758	Mono/Mφ	Myeloid	LN	SCLC-A
8.353399276733398	-2.9005191326141357	Tgd	T cells	pleural_effusion	SCLC-A
2.948530912399292	0.03620636463165283	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
2.393724203109741	1.9176445007324219	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-1.9278295040130615	-1.5376108884811401	CD4+ Treg	T cells	lung	SCLC-A
5.3872904777526855	10.644189834594727	Neutrophil	Myeloid	LN	SCLC-A
-9.08194351196289	6.748293399810791	pDC	Myeloid	pleural_effusion	SCLC-A
2.519418478012085	1.839389681816101	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.6005570888519287	1.7266522645950317	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
1.1746854782104492	-0.8733596205711365	CD4+ Tconv	T cells	lung	SCLC-A
-2.809464931488037	10.353568077087402	Mono/Mφ	Myeloid	lung	SCLC-A
-6.4537672996521	-6.344432830810547	CD4+ Tconv	T cells	lung	SCLC-A
-11.204643249511719	1.3688839673995972	B cell	B cell	lung	SCLC-A
1.8627904653549194	-3.5221550464630127	CD8+ Tmem	T cells	liver	SCLC-N
5.481777191162109	10.444711685180664	Neutrophil	Myeloid	LN	SCLC-A
-2.1076040267944336	-2.1777567863464355	CD4+ Treg	T cells	lung	SCLC-A
2.143228769302368	-4.82451057434082	CD8+ Tmem	T cells	liver	SCLC-N
-7.4543962478637695	-6.539873123168945	CD8+ Tmem	T cells	lung	SCLC-A
8.787727355957031	-2.9431474208831787	Tgd	T cells	pleural_effusion	SCLC-A
1.1080278158187866	-0.7070155143737793	CD4+ Tconv	T cells	lung	SCLC-A
9.622960090637207	-2.7918202877044678	Tgd	T cells	pleural_effusion	SCLC-A
6.996517658233643	-2.557748794555664	NK	NK	lung	SCLC-A
-6.541121959686279	-5.588792324066162	CD4+ Treg	T cells	lung	SCLC-A
1.825233817100525	-4.896564483642578	CD8+ Tmem	T cells	liver	SCLC-N
8.273364067077637	-2.6314713954925537	Tgd	T cells	pleural_effusion	SCLC-A
5.005130767822266	9.867876052856445	Neutrophil	Myeloid	liver	SCLC-A
-1.0795507431030273	-3.3157260417938232	CD8+ Tmem	T cells	liver	SCLC-N
-6.2547430992126465	-6.733028888702393	CD8+ Tmem	T cells	lung	SCLC-A
8.366692543029785	-2.976938486099243	Tgd	T cells	pleural_effusion	SCLC-A
-7.923943996429443	-5.929508686065674	CD8+ Tmem	T cells	lung	SCLC-A
-0.792545735836029	9.664743423461914	Mono/Mφ	Myeloid	adrenal_kidney	SCLC-A
2.8982415199279785	-2.096898317337036	CD4+ Treg	T cells	lung	SCLC-A
9.699380874633789	-2.932103157043457	Tgd	T cells	pleural_effusion	SCLC-A
1.9249796867370605	0.18919572234153748	CD4+ Tconv	T cells	LN	SCLC-A
2.7829201221466064	-3.7339601516723633	CD8+ Tmem	T cells	lung	SCLC-N
1.417783498764038	-0.7280601263046265	CD4+ Tconv	T cells	lung	SCLC-A
5.072601318359375	9.831477165222168	Neutrophil	Myeloid	liver	SCLC-A
-9.177011489868164	7.117406368255615	pDC	Myeloid	lung	SCLC-A
-6.772342681884766	-5.826895236968994	CD4+ Tconv	T cells	lung	SCLC-A
2.4037811756134033	1.7332879304885864	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
1.3132648468017578	-0.702711820602417	CD4+ Tconv	T cells	lung	SCLC-A
2.875507354736328	-1.2469770908355713	CD8+ Teff	T cells	lung	SCLC-A
-9.072630882263184	6.7184834480285645	pDC	Myeloid	pleural_effusion	SCLC-A
2.1534626483917236	1.2422749996185303	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-7.667294979095459	-5.836442470550537	CD8+ Tmem	T cells	lung	SCLC-A
-6.69861364364624	-5.993516445159912	CD4+ Tconv	T cells	lung	SCLC-A
2.383676528930664	1.4075711965560913	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
-2.8391895294189453	9.766927719116211	cDC	Myeloid	lung	SCLC-A
-7.546507358551025	-6.517743110656738	CD8+ Tmem	T cells	lung	SCLC-A
2.871147632598877	0.9929987192153931	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
5.564462661743164	10.227163314819336	Neutrophil	Myeloid	lung	SCLC-A
1.7698246240615845	1.3958206176757812	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-3.6053128242492676	-4.683018207550049	CD8+ Texh	T cells	lung	SCLC-A
-11.20290470123291	1.3631186485290527	B cell	B cell	lung	SCLC-A
2.8987324237823486	-2.0448007583618164	CD8+ Tmem	T cells	lung	SCLC-A
-6.5149664878845215	-5.7565765380859375	CD4+ Treg	T cells	lung	SCLC-A
8.435362815856934	-1.4563735723495483	NK	NK	LN	SCLC-A
1.9100066423416138	1.0000029802322388	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-0.538170576095581	-2.5861029624938965	CD4+ Tconv	T cells	lung	SCLC-N
2.8120064735412598	1.3877413272857666	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
1.4037697315216064	1.4726715087890625	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.4690074920654297	1.9630751609802246	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-12.735418319702148	1.186967372894287	B cell	B cell	LN	SCLC-A
3.3826355934143066	-1.9092528820037842	CD8+ Tmem	T cells	lung	SCLC-A
1.5450940132141113	-2.5050692558288574	CD8+ Tmem	T cells	lung	SCLC-A
1.433760643005371	-4.87442684173584	CD8+ Tmem	T cells	liver	SCLC-A
2.0831682682037354	1.4369341135025024	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-1.4183199405670166	9.342262268066406	Mono/Mφ	Myeloid	liver	SCLC-A
-6.394584655761719	-6.620473861694336	CD4+ Tconv	T cells	lung	SCLC-A
9.624308586120605	-2.7896809577941895	Tgd	T cells	pleural_effusion	SCLC-A
4.0425262451171875	-5.475001335144043	CD8+ Teff	T cells	LN	SCLC-A
2.4142894744873047	-4.389645576477051	CD8+ Tmem	T cells	liver	SCLC-N
2.419159173965454	1.8424134254455566	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.7396605014801025	-1.03634512424469	CD8+ Tmem	T cells	lung	SCLC-A
5.122223854064941	10.837495803833008	Neutrophil	Myeloid	LN	SCLC-A
1.8181105852127075	-0.9145091772079468	CD4+ Tconv	T cells	lung	SCLC-A
5.026331901550293	9.84425163269043	Neutrophil	Myeloid	liver	SCLC-A
2.8415207862854004	-1.1360199451446533	CD8+ Tmem	T cells	lung	SCLC-A
9.655516624450684	-2.937269449234009	Tgd	T cells	pleural_effusion	SCLC-A
2.329927921295166	1.728353500366211	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
5.367318630218506	10.602348327636719	Neutrophil	Myeloid	LN	SCLC-A
1.5839656591415405	-6.042922019958496	CD8+ Tmem	T cells	liver	SCLC-A
3.9538896083831787	-5.256782054901123	CD8+ Teff	T cells	LN	SCLC-A
-12.702543258666992	1.0225127935409546	B cell	B cell	LN	SCLC-A
8.525971412658691	-2.6029722690582275	Tgd	T cells	pleural_effusion	SCLC-A
-7.675402641296387	-6.215362071990967	CD8+ Tmem	T cells	lung	SCLC-A
2.347564458847046	-5.711093425750732	CD8+ Teff	T cells	lung	SCLC-A
4.708768367767334	10.288970947265625	Neutrophil	Myeloid	lung	SCLC-A
2.163161039352417	1.7193719148635864	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-6.326462268829346	-6.711642742156982	CD4+ Tconv	T cells	lung	SCLC-A
1.2084969282150269	-0.7641902565956116	CD4+ Tconv	T cells	lung	SCLC-A
0.19422097504138947	1.4737855195999146	CD4+ Tconv	T cells	axilla	SCLC-N
2.2363500595092773	1.8188819885253906	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.278388738632202	1.731603980064392	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-2.083691358566284	8.8945159912109375	Mono/Mφ	Myeloid	liver	SCLC-N
-6.413458824157715	-6.730996608734131	CD4+ Tconv	T cells	lung	SCLC-A
8.507996559143066	-2.5493805408477783	Tgd	T cells	pleural_effusion	SCLC-A
8.193714141845703	-2.769087076187134	Tgd	T cells	pleural_effusion	SCLC-A
-6.486332416534424	-5.492877006530762	CD4+ Treg	T cells	lung	SCLC-A
-12.538745880126953	0.7952229380607605	B cell	B cell	LN	SCLC-A
2.0589871406555176	1.4691295623779297	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
5.322889804840088	10.82570743560791	Neutrophil	Myeloid	LN	SCLC-A
9.556385040283203	-2.971203088760376	Tgd	T cells	pleural_effusion	SCLC-A
-0.34865981340408325	-2.45709490776062	CD8+ Tmem	T cells	lung	SCLC-N
8.16496753692627	-2.8810062408447266	Tgd	T cells	pleural_effusion	SCLC-A
9.706080436706543	-2.8567583560943604	Tgd	T cells	pleural_effusion	SCLC-A
-1.1199488639831543	-3.1827666759490967	CD4+ Tconv	T cells	liver	SCLC-N
5.8245134353637695	11.563636779785156	Neutrophil	Myeloid	liver	SCLC-N
-2.22771954536438	10.42627239227295	Mono/Mφ	Myeloid	pleural_effusion	SCLC-A
5.012392044067383	9.929325103759766	Neutrophil	Myeloid	LN	SCLC-A
8.233214378356934	-2.513582229614258	Tgd	T cells	pleural_effusion	SCLC-A
9.445241928100586	-2.6527011394500732	Tgd	T cells	pleural_effusion	SCLC-A
2.284287691116333	1.841370701789856	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
0.336763471364975	-0.47503459453582764	CD4+ Tconv	T cells	LN	SCLC-A
-12.774529457092285	1.0083757638931274	B cell	B cell	LN	SCLC-A
-7.987903118133545	-6.50703239440918	CD8+ Teff	T cells	lung	SCLC-A
-1.415886640548706	-3.192138195037842	CD4+ Treg	T cells	liver	SCLC-N
1.3996233940124512	1.4719277620315552	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.387646675109863	-2.98842191696167	Tgd	T cells	pleural_effusion	SCLC-A
-11.193002700805664	1.3674932718276978	B cell	B cell	lung	SCLC-A
9.286162376403809	-2.5404372215270996	Tgd	T cells	pleural_effusion	SCLC-A
2.4289979934692383	1.8881871700286865	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.1153268814086914	-1.0516114234924316	CD8+ Tmem	T cells	lung	SCLC-A
-1.241054654121399	10.83431625366211	Mono/Mφ	Myeloid	lung	SCLC-A
2.7844080924987793	1.985839605331421	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
1.5780476331710815	-4.099649429321289	CD8+ Tmem	T cells	adrenal_kidney	SCLC-A
1.744778037071228	-4.267012596130371	CD8+ Tmem	T cells	liver	SCLC-N
8.444440841674805	-2.9754421710968018	Tgd	T cells	pleural_effusion	SCLC-A
0.31668177247047424	1.4775294065475464	CD4+ Tconv	T cells	lung	SCLC-A
-2.1232147216796875	-3.5569891929626465	CD4+ Treg	T cells	liver	SCLC-N
-3.534085512161255	9.967936515808105	Mono/Mφ	Myeloid	liver	SCLC-A
5.378073692321777	11.719199180603027	Neutrophil	Myeloid	liver	SCLC-A
1.4700710773468018	-0.8406628370285034	CD4+ Tconv	T cells	lung	SCLC-A
-1.5276145935058594	8.878548622131348	Mono/Mφ	Myeloid	axilla	SCLC-N
-7.958098411560059	-5.937452793121338	CD8+ Tmem	T cells	lung	SCLC-A
2.658602714538574	0.02728200890123844	CD8+ Tmem	T cells	lung	SCLC-A
2.285029172897339	-4.543894290924072	CD8+ Tmem	T cells	liver	SCLC-N
0.255244642496109	-0.6252415180206299	CD4+ Tconv	T cells	LN	SCLC-A
-7.2759528160095215	-6.423121929168701	CD8+ Teff	T cells	lung	SCLC-A
-12.398076057434082	1.2798683643341064	B cell	B cell	lung	SCLC-A
-2.2295663356781006	9.384594917297363	Mono/Mφ	Myeloid	liver	SCLC-A
2.750955104827881	1.468138337135315	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-7.5423173904418945	-6.258386135101318	CD8+ Tmem	T cells	lung	SCLC-A
-6.403354167938232	-6.682819366455078	CD4+ Tconv	T cells	lung	SCLC-A
-3.0155534744262695	10.051665306091309	Mono/Mφ	Myeloid	lung	SCLC-A
1.93796706199646	1.531230092048645	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
9.557409286499023	-2.9820568561553955	Tgd	T cells	pleural_effusion	SCLC-A
-7.708962917327881	-6.097413063049316	CD8+ Tmem	T cells	lung	SCLC-A
0.7635668516159058	-0.677727460861206	CD4+ Treg	T cells	lung	SCLC-A
-2.455620765686035	10.851149559020996	Mono/Mφ	Myeloid	LN	SCLC-A
3.368697166442871	-1.825357437133789	CD8+ Tmem	T cells	lung	SCLC-A
2.0913004875183105	1.499814510345459	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
1.7326375246047974	-5.412254810333252	CD8+ Tmem	T cells	liver	SCLC-A
1.3120577335357666	-5.729763984680176	CD8+ Tmem	T cells	liver	SCLC-A
5.414665222167969	10.502470970153809	Neutrophil	Myeloid	LN	SCLC-A
-7.715211391448975	-6.439514636993408	CD8+ Tmem	T cells	lung	SCLC-A
-12.455815315246582	1.0928574800491333	B cell	B cell	LN	SCLC-A
2.7882626056671143	-1.1248918771743774	CD8+ Tmem	T cells	lung	SCLC-A
3.4965567588806152	-2.2171380519866943	CD8+ Tmem	T cells	lung	SCLC-A
-7.72340202331543	-6.41990852355957	CD8+ Tmem	T cells	lung	SCLC-A
-6.318796157836914	-6.882296562194824	CD4+ Tconv	T cells	lung	SCLC-A
4.978856086730957	9.961421012878418	Neutrophil	Myeloid	liver	SCLC-A
0.5943335890769958	1.3704521656036377	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
0.47141897678375244	-0.7706508636474609	CD4+ Tconv	T cells	LN	SCLC-A
1.4370388984680176	0.13335731625556946	CD4+ Tconv	T cells	LN	SCLC-A
0.053358543664216995	1.0312566757202148	CD4+ Tconv	T cells	pleural_effusion	SCLC-N
8.283110618591309	-1.7710264921188354	Tgd	T cells	pleural_effusion	SCLC-A
-6.420974254608154	-6.80641508102417	CD4+ Tconv	T cells	lung	SCLC-A
5.060517311096191	9.750544548034668	Neutrophil	Myeloid	liver	SCLC-A
1.9932605028152466	1.6825282573699951	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.7195639610290527	1.7268483638763428	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.6832046508789062	-3.9471676349639893	CD8+ Tmem	T cells	LN	SCLC-A
-11.187762260437012	1.3714118003845215	B cell	B cell	lung	SCLC-A
-0.8320772051811218	10.675552368164062	Mono/Mφ	Myeloid	lung	SCLC-A
-2.928816795349121	10.396804809570312	Mono/Mφ	Myeloid	lung	SCLC-A
3.7440152168273926	-1.9692782163619995	CD8+ Tmem	T cells	lung	SCLC-A
2.8850045204162598	1.0882309675216675	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-9.065868377685547	6.729122638702393	pDC	Myeloid	pleural_effusion	SCLC-A
-3.0457518100738525	10.011713027954102	Mono/Mφ	Myeloid	lung	SCLC-A
2.0131168365478516	-0.957918643951416	CD8+ Tmem	T cells	lung	SCLC-A
-7.537139415740967	-6.244795322418213	CD8+ Tmem	T cells	lung	SCLC-A
0.9026902914047241	-2.0272786617279053	CD8+ Tmem	T cells	liver	SCLC-N
2.6711201667785645	0.7039839625358582	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-1.9187428951263428	8.845890045166016	Mono/Mφ	Myeloid	liver	SCLC-N
2.4892044067382812	-4.140411376953125	CD4+ Tconv	T cells	liver	SCLC-N
-0.492412269115448	-4.447704315185547	CD4+ Tconv	T cells	liver	SCLC-A
6.429269790649414	-2.912877321243286	NK	NK	liver	SCLC-A
8.469799041748047	-2.8298511505126953	Tgd	T cells	pleural_effusion	SCLC-A
-0.9555498957633972	-3.4762871265411377	CD4+ Tconv	T cells	liver	SCLC-N
8.235581398010254	-1.5820343494415283	NK	NK	lung	SCLC-A
0.02103000320494175	0.9555654525756836	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
7.240792274475098	-2.539109468460083	NK	NK	lung	SCLC-A
-12.87783145904541	0.9853466749191284	B cell	B cell	LN	SCLC-A
-1.0237090587615967	9.806888580322266	Mono/Mφ	Myeloid	liver	SCLC-A
-1.996626615524292	9.689245223999023	cDC	Myeloid	lung	SCLC-A
-6.378070831298828	-6.651543140411377	CD4+ Tconv	T cells	lung	SCLC-A
9.72986888885498	-2.7422094345092773	Tgd	T cells	pleural_effusion	SCLC-A
1.1521093845367432	1.3428610563278198	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-3.2402172088623047	10.198713302612305	Mono/Mφ	Myeloid	LN	SCLC-N
-7.638037204742432	-6.504125118255615	CD8+ Tmem	T cells	lung	SCLC-A
2.418271064758301	-4.729297637939453	CD8+ Tmem	T cells	liver	SCLC-N
-6.423279762268066	-6.671741962432861	CD4+ Tconv	T cells	lung	SCLC-A
8.33603286743164	-2.6920158863067627	Tgd	T cells	pleural_effusion	SCLC-A
-12.729778289794922	1.034347653388977	B cell	B cell	LN	SCLC-A
-12.875901222229004	1.02901029586792	B cell	B cell	LN	SCLC-A
9.348551750183105	-2.9461565017700195	Tgd	T cells	pleural_effusion	SCLC-A
0.29044240713119507	-4.001266956329346	CD4+ Tconv	T cells	liver	SCLC-N
2.5144543647766113	-1.2532384395599365	CD8+ Tmem	T cells	lung	SCLC-A
-0.8345584273338318	-2.9585859775543213	CD4+ Treg	T cells	liver	SCLC-N
0.8064548373222351	-0.3868713080883026	CD4+ Tconv	T cells	LN	SCLC-A
-7.622488975524902	-6.426853656768799	CD8+ Tmem	T cells	lung	SCLC-A
2.789480209350586	0.9239819049835205	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
1.3277697563171387	-4.866390228271484	CD8+ Tmem	T cells	liver	SCLC-A
1.3651783466339111	-0.8335908651351929	CD4+ Tconv	T cells	lung	SCLC-A
5.184811115264893	9.8407564163208	Neutrophil	Myeloid	liver	SCLC-A
2.6898016929626465	1.8731061220169067	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
5.27964448928833	10.29102611541748	Neutrophil	Myeloid	LN	SCLC-A
9.694387435913086	-2.694888114929199	Tgd	T cells	pleural_effusion	SCLC-A
-1.469090461730957	9.30441665649414	Mono/Mφ	Myeloid	pleural_effusion	SCLC-A
7.108499050140381	-2.6212778091430664	NK	NK	lung	SCLC-A
-6.5390625	-5.8655476570129395	CD4+ Treg	T cells	lung	SCLC-A
3.089362859725952	-1.6715956926345825	CD8+ Tmem	T cells	LN	SCLC-A
-12.175936698913574	1.135707974433899	B cell	B cell	LN	SCLC-N
-0.20114322006702423	0.7063249349594116	CD8+ Tmem	T cells	pleural_effusion	SCLC-N
-0.47560399770736694	-3.1895546913146973	CD4+ Tconv	T cells	liver	SCLC-N
-6.358768463134766	-6.644240379333496	CD4+ Tconv	T cells	lung	SCLC-A
2.2933106422424316	1.8728840351104736	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
9.248600959777832	-2.480881929397583	Tgd	T cells	pleural_effusion	SCLC-A
5.5472588539123535	10.274249076843262	Neutrophil	Myeloid	liver	SCLC-A
9.5799407958984375	-2.8138139247894287	Tgd	T cells	pleural_effusion	SCLC-A
-1.3408126831054688	-2.7268781661987305	CD4+ Tconv	T cells	lung	SCLC-N
8.641727447509766	-2.889551877975464	Tgd	T cells	pleural_effusion	SCLC-A
0.4412493407726288	1.3628857135772705	CD4+ Tconv	T cells	lung	SCLC-A
8.515661239624023	-3.1066322326660156	Tgd	T cells	pleural_effusion	SCLC-A
-6.367758750915527	-6.611695289611816	CD4+ Tconv	T cells	lung	SCLC-A
3.2823078632354736	-1.8693156242370605	CD8+ Tmem	T cells	lung	SCLC-A
-12.371800422668457	1.2445154190063477	B cell	B cell	lung	SCLC-A
2.107825994491577	-1.877584457397461	CD8+ Tmem	T cells	lung	SCLC-A
-2.615086555480957	-2.2784645557403564	CD4+ Treg	T cells	lung	SCLC-A
-7.751673221588135	-6.066659927368164	CD8+ Tmem	T cells	lung	SCLC-A
1.6698119640350342	-0.8645913004875183	CD4+ Tconv	T cells	lung	SCLC-A
-12.922719955444336	1.0856555700302124	B cell	B cell	LN	SCLC-A
8.370344161987305	-2.916618585586548	Tgd	T cells	pleural_effusion	SCLC-A
7.867442607879639	-2.1993253231048584	NK	NK	LN	SCLC-A
2.6069557666778564	0.250863254070282	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
-6.419753074645996	-6.705282688140869	CD4+ Tconv	T cells	lung	SCLC-A
2.3373756408691406	-4.703608512878418	CD8+ Tmem	T cells	liver	SCLC-N
2.698361873626709	-1.2021459341049194	CD8+ Tmem	T cells	lung	SCLC-A
1.7698205709457397	-0.8468028903007507	CD8+ Tmem	T cells	lung	SCLC-A
2.8524937629699707	-1.1528515815734863	CD8+ Tmem	T cells	lung	SCLC-A
2.0969464778900146	1.5958116054534912	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-6.425378799438477	-6.718883991241455	CD4+ Tconv	T cells	lung	SCLC-A
0.19040019810199738	1.3874455690383911	CD4+ Tconv	T cells	axilla	SCLC-N
2.8807525634765625	0.13097772002220154	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
-2.0235886573791504	-2.9578869342803955	CD4+ Treg	T cells	liver	SCLC-N
3.3465211391448975	-1.9607293605804443	CD8+ Tmem	T cells	lung	SCLC-A
-2.2155919075012207	8.8776702880859375	Mono/Mφ	Myeloid	liver	SCLC-A
5.325093746185303	10.721034049987793	Neutrophil	Myeloid	LN	SCLC-A
2.728688955307007	-1.0907843112945557	CD8+ Tmem	T cells	lung	SCLC-A
2.8340251445770264	1.9860676527023315	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.9155075550079346	-0.5546061992645264	CD8+ Tmem	T cells	LN	SCLC-A
5.52289342880249	10.420148849487305	Neutrophil	Myeloid	LN	SCLC-A
3.341366767883301	-1.8235251903533936	CD8+ Tmem	T cells	lung	SCLC-A
-1.2932084798812866	10.889911651611328	Mono/Mφ	Myeloid	axilla	SCLC-N
-1.7447322607040405	8.85627269744873	Mono/Mφ	Myeloid	liver	SCLC-N
-1.1995183229446411	-5.1693620681762695	CD4+ Tconv	T cells	liver	SCLC-A
2.919872283935547	0.9823604822158813	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
9.414682388305664	-2.9137823581695557	Tgd	T cells	pleural_effusion	SCLC-A
4.0276923179626465	-5.473482131958008	CD8+ Teff	T cells	lung	SCLC-A
-6.382802963256836	-6.6584858894348145	CD4+ Tconv	T cells	lung	SCLC-A
-6.597504138946533	-6.081247329711914	CD4+ Tconv	T cells	lung	SCLC-A
6.111303329467773	-3.0352892875671387	NK	NK	lung	SCLC-A
2.852573871612549	-1.6606271266937256	CD8+ Tmem	T cells	lung	SCLC-A
3.7848706245422363	-2.577749252319336	NK	NK	lung	SCLC-A
-12.884979248046875	1.0605506896972656	B cell	B cell	LN	SCLC-A
2.0911712646484375	1.5484713315963745	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.468541383743286	-4.236215591430664	CD8+ Tmem	T cells	liver	SCLC-N
-5.328566551208496	-6.042986869812012	CD8+ Tmem	T cells	lung	SCLC-A
3.41611385345459	-2.5395398139953613	CD8+ Texh	T cells	lung	SCLC-A
-7.57924747467041	-6.225943088531494	CD8+ Tmem	T cells	lung	SCLC-A
2.0063250064849854	1.5279043912887573	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-12.59394359588623	1.03352689743042	B cell	B cell	LN	SCLC-A
2.4184398651123047	-4.305994987487793	CD8+ Tmem	T cells	liver	SCLC-N
-0.5303274393081665	9.695124626159668	Mono/Mφ	Myeloid	adrenal_kidney	SCLC-A
-7.543731689453125	-6.358988285064697	CD8+ Tmem	T cells	lung	SCLC-A
6.792680740356445	-2.9526262283325195	NK	NK	lung	SCLC-A
1.3129075765609741	-0.6948432326316833	CD4+ Tconv	T cells	lung	SCLC-A
-7.662747383117676	-6.512742042541504	CD8+ Tmem	T cells	lung	SCLC-A
-7.862175464630127	-6.447999477386475	CD8+ Tmem	T cells	lung	SCLC-A
-6.2891740798950195	-6.535050868988037	CD4+ Tconv	T cells	lung	SCLC-A
5.448640823364258	10.15349292755127	Neutrophil	Myeloid	LN	SCLC-A
-1.4876620769500732	9.044527053833008	Mono/Mφ	Myeloid	lung	SCLC-A
4.820403099060059	9.972673416137695	Neutrophil	Myeloid	liver	SCLC-A
2.5141282081604004	2.086275339126587	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-8.125237464904785	-6.3875908851623535	CD8+ Tmem	T cells	lung	SCLC-A
-6.439652919769287	-6.668405532836914	CD4+ Tconv	T cells	lung	SCLC-A
2.1316189765930176	2.178306818008423	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
9.707045555114746	-3.0363688468933105	Tgd	T cells	pleural_effusion	SCLC-A
-1.628441572189331	-2.8848440647125244	CD4+ Treg	T cells	liver	SCLC-N
2.1759955883026123	1.6608887910842896	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.766448974609375	1.9888737201690674	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-6.39509391784668	-6.710626125335693	CD4+ Tconv	T cells	lung	SCLC-A
7.363495349884033	-2.845167398452759	NK	NK	lung	SCLC-A
-2.1796510219573975	-3.233940601348877	CD4+ Tconv	T cells	lung	SCLC-A
-6.4860453605651855	-5.486179351806641	CD4+ Treg	T cells	lung	SCLC-A
9.328198432922363	-2.6241421699523926	Tgd	T cells	pleural_effusion	SCLC-A
0.7423907518386841	0.9517201781272888	CD8+ Tmem	T cells	liver	SCLC-A
2.717698574066162	0.20695291459560394	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
5.667363166809082	10.509039878845215	Neutrophil	Myeloid	liver	SCLC-N
8.273093223571777	-1.5492947101593018	NK	NK	lung	SCLC-A
-6.443202495574951	-6.487932205200195	CD4+ Tconv	T cells	lung	SCLC-A
